iso3,year,renew_pct
UZB,1990,1.3
VCT,1990,15.4
VEN,1990,12.0
VGB,1990,1.3
VIR,1990,0.5
VNM,1990,75.9
VUT,1990,27.6
WLD,1990,16.6623297882695
WSM,1990,64.0
YEM,1990,1.8
ZAF,1990,16.6
ZMB,1990,83.0
ZWE,1990,64.0
ABW,1991,0.2
AFE,1991,62.1839240619363
AFG,1991,23.7
AFW,1991,85.3189802570062
AGO,1991,71.9
ALB,1991,33.0
AND,1991,14.1
ARB,1991,7.34962257694742
ARE,1991,0.0
ARG,1991,8.4
ARM,1991,2.3
ASM,1991,0.0
ATG,1991,0.0
AUS,1991,8.2
AUT,1991,24.5
AZE,1991,0.8
BDI,1991,93.5
BEL,1991,1.2
BEN,1991,95.0
BFA,1991,86.1
BGD,1991,73.1
BGR,1991,2.2
BHR,1991,0.0
BHS,1991,0.0
BIH,1991,8.8
BLR,1991,1.0
BLZ,1991,32.4
BMU,1991,0.0
BOL,1991,38.1
BRA,1991,48.9
BRB,1991,16.9
BRN,1991,0.4
BTN,1991,95.9
BWA,1991,49.5
CAF,1991,94.1
CAN,1991,22.7
CEB,1991,4.78619335534206
CHE,1991,17.1
CHL,1991,37.3
CHN,1991,33.1
CIV,1991,74.0
CMR,1991,83.2
COD,1991,95.1
COG,1991,64.6
COL,1991,36.8
COM,1991,73.4
CPV,1991,26.3
CRI,1991,44.7
CSS,1991,20.2899711399711
CUB,1991,47.2
CUW,1991,0.0
CYM,1991,0.0
CYP,1991,0.4
CZE,1991,4.0
DEU,1991,2.0
DJI,1991,30.1
DMA,1991,14.5
DNK,1991,7.1
DOM,1991,28.2
DZA,1991,0.3
EAP,1991,36.0970169273155
EAR,1991,34.3906552458163
EAS,1991,25.9692281834831
ECA,1991,4.67323369825719
ECS,1991,5.86487279035287
ECU,1991,24.2
EGY,1991,9.3
EMU,1991,6.92975112600187
ESP,1991,9.9
EST,1991,3.6
ETH,1991,96.3
EUU,1991,7.19562063474546
FCS,1991,36.6404929316007
FIN,1991,24.0
FJI,1991,55.5
FRA,1991,11.1
FRO,1991,2.7
GAB,1991,75.2
GBR,1991,0.6
GEO,1991,14.1
GHA,1991,82.9
GIB,1991,0.0
GIN,1991,89.6
GMB,1991,62.3
GNB,1991,88.6
GNQ,1991,83.8
GRC,1991,8.3
GRD,1991,8.1
GRL,1991,0.5
GTM,1991,74.2
GUM,1991,0.5
GUY,1991,41.6
HIC,1991,6.13770773617125
HKG,1991,0.2
HND,1991,70.2
HPC,1991,86.733088095011
HRV,1991,32.7
HTI,1991,87.5
HUN,1991,4.3
IBD,1991,22.0955097118241
IBT,1991,26.987171882302
IDA,1991,67.3062937879125
IDB,1991,59.0331785752975
IDN,1991,58.4
IDX,1991,76.022667003636
IND,1991,52.0
IRL,1991,2.2
IRN,1991,1.2
IRQ,1991,0.8
ISL,1991,54.8
ISR,1991,6.0
ITA,1991,4.7
JAM,1991,12.4
JOR,1991,2.9
JPN,1991,4.5
KAZ,1991,1.3
KEN,1991,77.8
KGZ,1991,9.0
KIR,1991,63.5
KNA,1991,33.9
KOR,1991,1.0
KWT,1991,0.3
LAC,1991,33.8994048411786
LAO,1991,88.0
LBN,1991,8.5
LBR,1991,90.1
LBY,1991,3.0
LCA,1991,41.2
LCN,1991,31.9812778355107
LDC,1991,86.2296457045317
LIC,1991,60.3586975179207
LIE,1991,59.8
LKA,1991,78.0
LMC,1991,55.3410003738492
LMY,1991,34.4261952336908
LSO,1991,52.0
LTE,1991,19.6836665651903
LTU,1991,2.9
LUX,1991,1.7
LVA,1991,18.7
MAC,1991,0.8
MAR,1991,23.0
MDA,1991,1.6
MDG,1991,86.6
MDV,1991,4.4
MEA,1991,2.82057254447785
MEX,1991,13.2
MIC,1991,33.155316765006
MKD,1991,4.4
MLI,1991,87.6
MLT,1991,0.0
MMR,1991,91.1
MNA,1991,3.97670933833881
MNG,1991,2.0
MOZ,1991,94.2
MRT,1991,46.7
MUS,1991,43.4
MWI,1991,82.6
MYS,1991,7.6
NAC,1991,6.46421766833632
NAM,1991,42.5
NCL,1991,7.8
NER,1991,92.1
NGA,1991,86.5
NIC,1991,70.6
NLD,1991,1.1
NOR,1991,60.8
NPL,1991,94.2
NRU,1991,0.0
NZL,1991,27.6
OED,1991,7.33526453950132
OMN,1991,0.0
OSS,1991,21.4494921956296
PAK,1991,58.1
PAN,1991,40.7
PER,1991,39.9
PHL,1991,51.3
PNG,1991,71.7
POL,1991,2.1
PRE,1991,79.68195643099
PRI,1991,1.8
PRK,1991,7.5
PRT,1991,25.8
PRY,1991,79.2
PSE,1991,22.0
PSS,1991,51.3872903225806
PST,1991,6.49995086863516
PYF,1991,4.3
QAT,1991,0.2
ROU,1991,5.0
RUS,1991,3.8
RWA,1991,81.8
SAS,1991,55.0536019101991
SAU,1991,0.0
SDN,1991,76.2
SEN,1991,55.3
SGP,1991,0.5
SLB,1991,59.0
SLE,1991,91.8
SLV,1991,64.7
SOM,1991,87.6
SRB,1991,17.2
SSA,1991,71.4640667387511
SSF,1991,71.4531513315636
SST,1991,22.9090599173554
STP,1991,50.9
SVK,1991,2.1
SVN,1991,13.1
SWE,1991,32.5
SWZ,1991,61.8
SYC,1991,3.5
SYR,1991,2.1
TCA,1991,0.5
TCD,1991,89.3
TEA,1991,36.997613522758
TEC,1991,4.17192682694012
TGO,1991,82.1
THA,1991,33.0
TJK,1991,31.0
TKM,1991,0.0
TLA,1991,31.7006687535352
TMN,1991,3.91336403707052
TON,1991,1.3
TSA,1991,55.0536019101991
TSS,1991,71.4531513315636
TTO,1991,1.3
TUN,1991,14.8
TUR,1991,24.0
TUV,1991,0.0
TZA,1991,93.6
UGA,1991,96.6
UKR,1991,0.7
UMC,1991,25.5337828700225
URY,1991,43.7
USA,1991,4.5
UZB,1991,1.2
VCT,1991,11.6
VEN,1991,13.2
VGB,1991,1.4
VIR,1991,0.5
VNM,1991,75.5
VUT,1991,31.9
WLD,1991,16.8212735352475
WSM,1991,61.8
YEM,1991,1.4
ZAF,1991,17.5
ZMB,1991,82.3
ZWE,1991,63.7
ABW,1992,0.2
AFE,1992,63.9830201533289
AFG,1992,27.4
AFW,1992,83.8747986481954
AGO,1992,72.7
ALB,1992,46.8
AND,1992,14.1
ARB,1992,6.98156458024041
ARE,1992,0.2
ARG,1992,9.0
ARM,1992,6.7
ASM,1992,0.0
ATG,1992,0.0
AUS,1992,7.5
AUT,1992,26.2
AZE,1992,1.2
BDI,1992,94.3
BEL,1992,1.2
BEN,1992,94.8
BFA,1992,86.4
BGD,1992,71.6
BGR,1992,2.6
BHR,1992,0.0
BHS,1992,0.0
BIH,1992,11.6
BLR,1992,1.2
BLZ,1992,36.3
BMU,1992,0.0
BOL,1992,36.9
BRA,1992,48.7
BRB,1992,15.7
BRN,1992,0.2
BTN,1992,95.3
BWA,1992,46.1
CAF,1992,94.1
CAN,1992,22.4
CEB,1992,5.37744056820556
CHE,1992,17.0
CHL,1992,38.6
CHN,1992,32.8
CIV,1992,74.6
CMR,1992,84.4
COD,1992,95.9
COG,1992,67.6
COL,1992,33.1
COM,1992,73.6
CPV,1992,26.3
CRI,1992,35.1
CSS,1992,21.3502496099844
CUB,1992,51.3
CUW,1992,0.0
CYM,1992,0.0
CYP,1992,0.3
CZE,1992,5.9
DEU,1992,2.1
DJI,1992,30.3
DMA,1992,14.5
DNK,1992,7.8
DOM,1992,25.4
DZA,1992,0.3
EAP,1992,35.7367032898908
EAR,1992,34.2230965927234
EAS,1992,25.5424764076859
ECA,1992,5.19770087644897
ECS,1992,6.22263216071103
ECU,1992,20.8
EGY,1992,9.1
EMU,1992,6.97049893603961
ERI,1992,89.9
ESP,1992,8.2
EST,1992,5.9
ETH,1992,97.5
EUU,1992,7.47610833148526
FCS,1992,38.5910564378278
FIN,1992,25.1
FJI,1992,56.2
FRA,1992,11.3
FRO,1992,3.1
FSM,1992,0.9
GAB,1992,74.8
GBR,1992,0.8
GEO,1992,18.5
GHA,1992,81.0
GIB,1992,0.0
GIN,1992,86.6
GMB,1992,63.5
GNB,1992,88.5
GNQ,1992,83.9
GRC,1992,7.9
GRD,1992,7.7
GRL,1992,0.6
GTM,1992,72.2
GUM,1992,0.5
GUY,1992,43.2
HIC,1992,6.30504787344344
HKG,1992,0.2
HND,1992,67.8
HPC,1992,87.0816593917042
HRV,1992,29.8
HTI,1992,87.7
HUN,1992,4.9
IBD,1992,22.6918551262264
IBT,1992,27.7643467454081
IDA,1992,68.3815093612335
IDB,1992,59.671836150013
IDN,1992,57.5
IDX,1992,77.6749526008553
IND,1992,51.5
IRL,1992,2.2
IRN,1992,1.4
IRQ,1992,0.5
ISL,1992,54.6
ISR,1992,6.2
ITA,1992,4.8
JAM,1992,13.1
JOR,1992,2.5
JPN,1992,4.0
KAZ,1992,1.2
KEN,1992,78.4
KGZ,1992,13.0
KIR,1992,63.2
KNA,1992,33.6
KOR,1992,0.8
KWT,1992,0.2
LAC,1992,33.3568959672656
LAO,1992,87.0
LBN,1992,8.0
LBR,1992,89.0
LBY,1992,2.9
LCA,1992,36.7
LCN,1992,31.6818212080773
LDC,1992,86.3638603479109
LIC,1992,62.9822761644376
LIE,1992,57.7
LKA,1992,75.3
LMC,1992,55.193923778876
LMY,1992,34.7614296022973
LSO,1992,51.4
LTE,1992,20.3969841796928
LTU,1992,4.6
LUX,1992,2.0
LVA,1992,21.6
MAC,1992,0.7
MAR,1992,21.6
MDA,1992,2.2
MDG,1992,86.7
MDV,1992,3.1
MEA,1992,2.73580127216874
MEX,1992,13.4
MHL,1992,19.3
MIC,1992,33.3964481283805
MKD,1992,16.0
MLI,1992,86.9
MLT,1992,0.0
MMR,1992,90.8
MNA,1992,3.83226544582667
MNG,1992,2.4
MNP,1992,0.0
MOZ,1992,93.0
MRT,1992,46.4
MUS,1992,43.2
MWI,1992,82.7
MYS,1992,6.9
NAC,1992,6.67393698008571
NAM,1992,40.3
NCL,1992,7.0
NER,1992,92.8
NGA,1992,84.5
NIC,1992,67.2
NLD,1992,1.2
NOR,1992,61.4
NPL,1992,94.2
NRU,1992,0.0
NZL,1992,25.6
OED,1992,7.45378372738362
OMN,1992,0.0
OSS,1992,24.7557920792079
PAK,1992,56.0
PAN,1992,39.7
PER,1992,37.3
PHL,1992,47.7
PLW,1992,0.0
PNG,1992,71.6
POL,1992,2.3
PRE,1992,77.8655276337497
PRI,1992,1.8
PRK,1992,7.7
PRT,1992,22.4
PRY,1992,75.7
PSE,1992,21.5
PSS,1992,47.1346005509642
PST,1992,6.61769397434752
PYF,1992,6.9
QAT,1992,0.1
ROU,1992,5.6
RUS,1992,4.0
RWA,1992,81.6
SAS,1992,54.307375877216
SAU,1992,0.0
SDN,1992,77.4
SEN,1992,53.7
SGP,1992,0.5
SLB,1992,57.7
SLE,1992,92.5
SLV,1992,61.7
SOM,1992,88.8
SRB,1992,17.8
SSA,1992,72.1118928680489
SSF,1992,72.1010320902908
SST,1992,25.8881890964544
STP,1992,54.2
SVK,1992,2.3
SVN,1992,13.9
SWE,1992,33.2
SWZ,1992,63.2
SYC,1992,3.3
SYR,1992,2.2
TCA,1992,0.3
TCD,1992,89.2
TEA,1992,36.5170936412903
TEC,1992,4.46778427332049
TGO,1992,85.8
THA,1992,31.7
TJK,1992,37.4
TKM,1992,0.0
TLA,1992,31.3485107743851
TMN,1992,3.77241117813186
TON,1992,1.6
TSA,1992,54.307375877216
TSS,1992,72.1010320902908
TTO,1992,1.3
TUN,1992,14.2
TUR,1992,24.0
TUV,1992,0.0
TZA,1992,93.7
UGA,1992,96.7
UKR,1992,0.6
UMC,1992,25.7716869045035
URY,1992,43.3
USA,1992,4.8
UZB,1992,1.4
VCT,1992,13.2
VEN,1992,14.2
VGB,1992,1.1
VIR,1992,0.5
VNM,1992,74.5
VUT,1992,37.3
WLD,1992,17.165780099204
WSM,1992,60.6
YEM,1992,1.3
ZAF,1992,18.4
ZMB,1992,82.7
ZWE,1992,64.4
ABW,1993,0.2
AFE,1993,64.7124603508772
AFG,1993,28.5
AFW,1993,85.1721749136939
AGO,1993,71.3
ALB,1993,51.1
AND,1993,13.7
ARB,1993,6.83182616992136
ARE,1993,0.1
ARG,1993,9.7
ARM,1993,12.9
ASM,1993,0.0
ATG,1993,0.0
AUS,1993,8.6
AUT,1993,26.4
AZE,1993,2.0
BDI,1993,94.0
BEL,1993,1.0
BEN,1993,95.0
BFA,1993,86.3
BGD,1993,70.5
BGR,1993,2.4
BHR,1993,0.0
BHS,1993,0.0
BIH,1993,14.6
BLR,1993,1.4
BLZ,1993,35.6
BMU,1993,0.0
BOL,1993,36.9
BRA,1993,48.2
BRB,1993,14.2
BRN,1993,0.0
BTN,1993,95.9
BWA,1993,47.3
CAF,1993,93.8
CAN,1993,22.3
CEB,1993,7.20659297514846
CHE,1993,18.0
CHL,1993,35.8
CHN,1993,31.5
CIV,1993,75.1
CMR,1993,83.9
COD,1993,96.1
COG,1993,68.4
COL,1993,33.0
COM,1993,73.1
CPV,1993,30.4
CRI,1993,36.3
CSS,1993,21.5580188679245
CUB,1993,46.9
CUW,1993,0.1
CYM,1993,0.0
CYP,1993,0.3
CZE,1993,5.8
DEU,1993,2.1
DJI,1993,31.2
DMA,1993,13.4
DNK,1993,7.7
DOM,1993,26.9
DZA,1993,0.5
EAP,1993,34.3564051085074
EAR,1993,33.9879946069269
EAS,1993,24.7972004060002
ECA,1993,6.14899099314523
ECS,1993,6.63956704630882
ECU,1993,21.6
EGY,1993,9.2
EMU,1993,7.0856729546418
ERI,1993,83.6
ESP,1993,9.1
EST,1993,6.6
ETH,1993,96.9
EUU,1993,7.90689034905156
FCS,1993,41.4289910676634
FIN,1993,26.0
FJI,1993,57.6
FRA,1993,10.9
FRO,1993,3.0
FSM,1993,1.0
GAB,1993,73.8
GBR,1993,0.8
GEO,1993,26.0
GHA,1993,81.3
GIB,1993,0.0
GIN,1993,86.2
GMB,1993,63.3
GNB,1993,88.0
GNQ,1993,81.3
GRC,1993,8.0
GRD,1993,8.1
GRL,1993,5.3
GTM,1993,69.8
GUM,1993,0.4
GUY,1993,43.1
HIC,1993,6.28269752590441
HKG,1993,0.2
HND,1993,66.7
HPC,1993,87.613401481888
HRV,1993,29.9
HTI,1993,89.4
HUN,1993,5.0
IBD,1993,22.9960284950414
IBT,1993,28.1373505162794
IDA,1993,68.9965879095667
IDB,1993,59.7617999255121
IDN,1993,56.1
IDX,1993,79.0832376008852
IND,1993,51.5
IRL,1993,2.1
IRN,1993,1.5
IRQ,1993,0.4
ISL,1993,54.7
ISR,1993,5.9
ITA,1993,4.8
JAM,1993,14.3
JOR,1993,2.5
JPN,1993,4.2
KAZ,1993,1.3
KEN,1993,79.1
KGZ,1993,16.2
KIR,1993,59.3
KNA,1993,38.6
KOR,1993,0.7
KWT,1993,0.1
LAC,1993,32.9365690985752
LAO,1993,86.7
LBN,1993,5.4
LBR,1993,87.7
LBY,1993,2.7
LCA,1993,33.8
LCN,1993,31.0813907184984
LDC,1993,86.793684768689
LIC,1993,64.8646712699635
LIE,1993,56.1
LKA,1993,74.2
LMC,1993,55.0238188825876
LMY,1993,34.9526586496031
LSO,1993,51.0
LTE,1993,20.5631041535088
LTU,1993,8.9
LUX,1993,2.0
LVA,1993,25.4
MAC,1993,0.6
MAR,1993,19.0
MDA,1993,2.4
MDG,1993,87.0
MDV,1993,3.8
MEA,1993,2.72510894482651
MEX,1993,13.3
MHL,1993,19.0
MIC,1993,33.5307140495673
MKD,1993,14.8
MLI,1993,86.6
MLT,1993,0.0
MMR,1993,89.2
MNA,1993,3.86812991112789
MNG,1993,2.7
MNP,1993,0.0
MOZ,1993,91.8
MRT,1993,46.1
MUS,1993,38.8
MWI,1993,81.3
MYS,1993,6.7
NAC,1993,6.23359894678247
NAM,1993,38.0
NCL,1993,5.8
NER,1993,92.0
NGA,1993,86.3
NIC,1993,67.7
NLD,1993,1.2
NOR,1993,61.1
NPL,1993,93.6
NRU,1993,0.0
NZL,1993,27.3
OED,1993,7.39539754206875
OMN,1993,0.0
OSS,1993,25.0980182341651
PAK,1993,54.1
PAN,1993,39.9
PER,1993,37.1
PHL,1993,44.1
PLW,1993,0.0
PNG,1993,71.2
POL,1993,6.1
PRE,1993,78.5472916968555
PRI,1993,0.8
PRK,1993,8.0
PRT,1993,24.4
PRY,1993,72.6
PSE,1993,21.3
PSS,1993,47.6665591397849
PST,1993,6.49841984844863
PYF,1993,7.2
QAT,1993,0.0
ROU,1993,7.2
RUS,1993,4.0
RWA,1993,81.3
SAS,1993,54.017901354048
SAU,1993,0.0
SDN,1993,85.6
SEN,1993,55.1
SGP,1993,0.5
SLB,1993,56.1
SLE,1993,93.0
SLV,1993,59.3
SOM,1993,89.4
SRB,1993,19.2
SSA,1993,73.0491354889738
SSF,1993,73.0374917017845
SST,1993,26.2850463678516
STP,1993,54.5
SVK,1993,4.1
SVN,1993,12.4
SWE,1993,34.4
SWZ,1993,62.2
SYC,1993,3.1
SYR,1993,2.2
TCA,1993,0.5
TCD,1993,89.5
TEA,1993,35.0113313613545
TEC,1993,5.08044137417744
TGO,1993,91.5
THA,1993,26.4
TJK,1993,44.0
TKM,1993,0.0
TLA,1993,30.9545937747394
TMN,1993,3.80884761052197
TON,1993,1.4
TSA,1993,54.017901354048
TSS,1993,73.0374917017845
TTO,1993,1.3
TUN,1993,13.9
TUR,1993,23.6
TUV,1993,0.0
TZA,1993,94.1
UGA,1993,96.8
UKR,1993,0.9
UMC,1993,25.8790452578305
URY,1993,42.7
USA,1993,4.3
UZB,1993,1.6
VCT,1993,12.3
VEN,1993,13.2
VGB,1993,1.2
VIR,1993,0.5
VNM,1993,70.6
VUT,1993,40.3
WLD,1993,17.2098891651351
WSM,1993,59.2
YEM,1993,1.5
ZAF,1993,18.6
ZMB,1993,85.2
ZWE,1993,64.4
ABW,1994,0.2
AFE,1994,65.2078420555387
AFG,1994,30.1
AFW,1994,86.6081074006303
AGO,1994,72.2
ALB,1994,51.4
AND,1994,14.4
ARB,1994,6.96771410940186
ARE,1994,0.1
ARG,1994,10.0
ARM,1994,17.8
ASM,1994,0.0
ATG,1994,0.0
AUS,1994,8.3
AUT,1994,25.7
AZE,1994,1.5
BDI,1994,93.9
BEL,1994,0.9
BEN,1994,95.0
BFA,1994,86.2
BGD,1994,69.0
BGR,1994,2.3
BHR,1994,0.0
BHS,1994,0.0
BIH,1994,33.4
BLR,1994,2.3
BLZ,1994,34.1
BMU,1994,0.0
BOL,1994,35.2
BRA,1994,48.3
BRB,1994,13.8
BRN,1994,0.0
BTN,1994,95.3
BWA,1994,49.8
CAF,1994,93.2
CAN,1994,22.2
CEB,1994,7.52961005962435
CHE,1994,18.3
CHL,1994,34.8
CHN,1994,31.1
CIV,1994,75.6
CMR,1994,83.6
COD,1994,96.6
COG,1994,76.5
COL,1994,33.8
COM,1994,73.3
CPV,1994,32.4
CRI,1994,35.8
CSS,1994,18.9577716643741
CUB,1994,45.8
CUW,1994,0.1
CYM,1994,0.0
CYP,1994,0.7
CZE,1994,5.9
DEU,1994,2.3
DJI,1994,32.4
DMA,1994,13.1
DNK,1994,7.3
DOM,1994,24.4
DZA,1994,0.4
EAP,1994,33.7250342979101
EAR,1994,33.178172684238
EAS,1994,24.0479520466945
ECA,1994,6.80734423861163
ECS,1994,6.87685870897137
ECU,1994,20.9
EGY,1994,10.0
EMU,1994,7.31207977983219
ERI,1994,80.1
ESP,1994,9.2
EST,1994,11.1
ETH,1994,96.5
EUU,1994,8.01517186621774
FCS,1994,44.4417061717174
FIN,1994,25.1
FJI,1994,61.9
FRA,1994,11.0
FRO,1994,3.1
FSM,1994,0.9
GAB,1994,72.9
GBR,1994,1.0
GEO,1994,22.7
GHA,1994,80.6
GIB,1994,0.0
GIN,1994,86.0
GMB,1994,61.6
GNB,1994,88.5
GNQ,1994,80.6
GRC,1994,8.0
GRD,1994,7.4
GRL,1994,11.2
GTM,1994,68.3
GUM,1994,0.4
GUY,1994,32.3
HIC,1994,6.17208986600281
HKG,1994,0.1
HND,1994,64.0
HPC,1994,87.2861910372213
HRV,1994,30.1
HTI,1994,96.7
HUN,1994,5.1
IBD,1994,23.5674045540574
IBT,1994,28.935147476931
IDA,1994,70.06591214565
IDB,1994,60.9832504548211
IDN,1994,53.4
IDX,1994,79.7614939606852
IND,1994,50.5
IRL,1994,2.2
IRN,1994,1.1
IRQ,1994,0.4
ISL,1994,54.2
ISR,1994,5.7
ITA,1994,5.2
JAM,1994,12.6
JOR,1994,2.3
JPN,1994,3.3
KAZ,1994,1.8
KEN,1994,79.3
KGZ,1994,26.5
KIR,1994,59.9
KNA,1994,41.1
KOR,1994,0.4
KWT,1994,0.0
LAC,1994,32.4742641826089
LAO,1994,86.3
LBN,1994,5.3
LBR,1994,87.1
LBY,1994,2.4
LCA,1994,30.8
LCN,1994,30.720429624725
LDC,1994,86.4963816467534
LIC,1994,66.4805734137778
LIE,1994,56.5
LKA,1994,70.6
LMC,1994,55.1165588427455
LMY,1994,35.1933164542013
LSO,1994,50.8
LTE,1994,21.2897873540676
LTU,1994,9.8
LUX,1994,2.8
LVA,1994,28.3
MAC,1994,0.6
MAR,1994,19.0
MDA,1994,2.6
MDG,1994,86.0
MDV,1994,4.0
MEA,1994,2.52431119603388
MEX,1994,11.9
MHL,1994,19.4
MIC,1994,33.7170644113516
MKD,1994,16.6
MLI,1994,85.6
MLT,1994,0.0
MMR,1994,88.0
MNA,1994,3.57465956394839
MNG,1994,3.0
MNP,1994,0.0
MOZ,1994,93.1
MRT,1994,45.5
MUS,1994,35.4
MWI,1994,82.0
MYS,1994,6.8
NAC,1994,6.08272833257802
NAM,1994,32.8
NCL,1994,5.8
NER,1994,92.6
NGA,1994,88.6
NIC,1994,64.6
NLD,1994,1.2
NOR,1994,60.4
NPL,1994,92.4
NRU,1994,0.0
NZL,1994,28.2
OED,1994,7.21978651128133
OMN,1994,0.0
OSS,1994,26.2528473534972
PAK,1994,54.2
PAN,1994,37.8
PER,1994,35.9
PHL,1994,43.1
PLW,1994,0.0
PNG,1994,69.4
POL,1994,6.2
PRE,1994,79.2638212251213
PRI,1994,0.2
PRK,1994,9.0
PRT,1994,25.0
PRY,1994,69.9
PSE,1994,21.0
PSS,1994,50.3567430025445
PST,1994,6.39164938858764
